gene_id	gene_description	module	subheader	topic_ecosystem	note	reference	count	pathway
ExtABCD		"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
FmnA	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
MtrA	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
MtrB_TIGR03509	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
MtrC_TIGR03507	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
omcF	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
omcS	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
omcZ	fegenie db: HMM	"Nutrient Cycling , Redox Ladder"	Iron Reduction	bgc
HgcA	hgcA;Cobalamin-dependent mercury methyltransferase HgcA	Environmental Adaptation	Mercury Methylation	bgc
K03952	NDUFA8; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K03953	NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K03954	NDUFA10; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K03955	"NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein"	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K03956	NDUFA11; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05572	ndhA; NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05573	ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05574	ndhC; NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05575	ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05576	ndhE; NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05577	ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05578	ndhG; NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05579	ndhH; NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05580	ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05581	ndhJ; NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05582	ndhK; NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05583	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05584	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K05585	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K11352	NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K11353	NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K13380	nuoBCD; NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc
K15863	nuoLM; NADH-quinone oxidoreductase subunit L/M; [EC:7.1.1.2]	"Energy Conservation , Redox Ladder"	"ETC: Complex I (NADH Dehydrogenase) , Oxygen - Low Affinity Use , Oxygen - High Affinity Use"	bgc	NADH:ubiquinone oxidoreductase
K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03936	NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03938	NDUFS5; NADH dehydrogenase (ubiquinone) Fe-S protein 5	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03939	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03940	NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03941	NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03943	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2 1.6.99.3]	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K03944	NDUFV3; NADH dehydrogenase (ubiquinone) flavoprotein 3	"Energy Conservation , Nutrient Cycling"	"ETC: Complex I (NADH Dehydrogenase) , Sulfur Oxidation"	bgc
K00234	"SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"	Energy Conservation	ETC: Complex II (Succinate Dehydrogenase)	bgc
K00235	"SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"	Energy Conservation	ETC: Complex II (Succinate Dehydrogenase)	bgc
K00236	"SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"	Energy Conservation	ETC: Complex II (Succinate Dehydrogenase)	bgc
K00237	"SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"	Energy Conservation	ETC: Complex II (Succinate Dehydrogenase)	bgc
K18859	"sdhD, frdD; succinate dehydrogenase subunit D / fumarate reductase; [EC:1.3.5.1 1.3.5.4] [RN:R02164]"	Energy Conservation	ETC: Complex II (Succinate Dehydrogenase)	bgc
K00410	fbcH; ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00411	"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00412	"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00413	"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00414	"QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00415	"QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00416	"QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00417	"QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00418	"QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00419	"QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K00420	"QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03886	"qcrA; quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8]"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03887	"qcrB; quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8]"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03888	"qcrC; quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]"	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03889	qcrC; ubiquinol-cytochrome c reductase cytochrome c subunit	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03890	qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K03891	qcrB; ubiquinol-cytochrome c reductase cytochrome b subunit	Energy Conservation	ETC: Complex III (Cytochrome bc1 complex)	bgc
K01549	"TIM11,ATP21; F-type H+-transporting ATP synthase subunit e"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02107	"ATPVG, ahaH, atpH; V/A-type H+-transporting ATPase subunit G/H"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02108	"ATPF0A, atpB; F-type H+-transporting ATPase subunit a"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02109	"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02110	"ATPF0C, atpE; F-type H+-transporting ATPase subunit c"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02111	"ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02112	"ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02113	"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02114	"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02115	"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02117	"ATPVA, ntpA, atpA; V/A-type H+-transporting ATPase subunit A [EC:3.6.3.14]"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02118	"ATPVB, ntpB, atpB; V/A-type H+-transporting ATPase subunit B"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02119	"ATPVC, ntpC, atpC; V/A-type H+-transporting ATPase subunit C"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02120	"ATPVD, ntpD, atpD; V/A-type H+-transporting ATPase subunit D"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02121	"ATPVE, ntpE, atpE; V/A-type H+-transporting ATPase subunit E"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02122	"ATPVF, ntpF, atpF; V/A-type H+-transporting ATPase subunit F"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02123	"ATPVI, ntpI, atpI; V/A-type H+-transporting ATPase subunit I"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02124	"ATPVK, ntpK, atpK; V/A-type H+-transporting ATPase subunit K"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02125	"ATPeF08, MTATP8, ATP8; F-type H+-transporting ATPase subunit 8"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02126	"ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02127	"ATPeF0B, ATP5F1, ATP4; F-type H+-transporting ATPase subunit b"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02128	"ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit c"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02129	"ATPeF0E, ATP5I; F-type H+-transporting ATPase subunit e"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02130	"ATPeF0F, ATP5J2; F-type H+-transporting ATPase subunit f"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02131	"ATPeF0F6, ATP5J; F-type H+-transporting ATPase subunit 6"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02132	"ATPeF1A, ATP5A1, ATP1; F-type H+-transporting ATPase subunit alpha"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02133	"ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02134	"ATPeF1D, ATP5D, ATP16; F-type H+-transporting ATPase subunit delta"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02135	"ATPeF1E, ATP5E, ATP15; F-type H+-transporting ATPase subunit epsilon"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02136	"ATPeF1G, ATP5C1, ATP3; F-type H+-transporting ATPase subunit gamma"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02137	"ATPeF0O, ATP5O, ATP5; F-type H+-transporting ATPase subunit O"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02138	"ATPeF0D, ATP5H, ATP7; F-type H+-transporting ATPase subunit d"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02139	"ATPeFF, ATP17; F-type H+-transporting ATPase subunit f"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02140	"ATPeFG, ATP5L, ATP20; F-type H+-transporting ATPase subunit g"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02141	"ATPeFH, ATP14; F-type H+-transporting ATPase subunit h"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02142	"ATPeFJ, ATP18; F-type H+-transporting ATPase subunit j"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02143	"ATPeFK, ATP19; F-type H+-transporting ATPase subunit k"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02144	ATPeV1H; V-type H+-transporting ATPase subunit H	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02145	"ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02146	"ATPeV0D, ATP6D; V-type H+-transporting ATPase subunit d"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02147	"ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02148	"ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02149	"ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02150	"ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02151	"ATPeV1F, ATP6S14; V-type H+-transporting ATPase subunit F"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02152	"ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02153	"ATPeV0E, ATP6H; V-type H+-transporting ATPase subunit e"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02154	"ATPeV0A, ATP6N; V-type H+-transporting ATPase subunit a"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K02155	"ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K03661	"ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K03662	"ATPeVS1, ATP6S1; V-type H+-transporting ATPase S1 subunit"	Energy Conservation	ETC: Complex V (ATPsynthase)	bgc
K00200	"fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00201	"fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00202	"fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00203	"fwdD, fmdC; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00204	fwdH; 4Fe-4S ferredoxin	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00205	"fwdF, fmdF; 4Fe-4S ferredoxin"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00319	mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00320	"mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00440	frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00441	frhB; coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00442	frcD; coenzyme F420 hydrogenase subunit delta	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00443	frhG; coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D  [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit  [EC:7.2.1.4]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	mtrAH complex
K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K01499	mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] [RN:R03464]	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K11261	"fwdE, fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K12260	fwdG; 4Fe-4S ferredoxin	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K13942	"hmd; 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] [RN:R04455]"	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc
K14092	ehaA; energy-converting hydrogenase A subunit A	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14093	ehaB; energy-converting hydrogenase A subunit B	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14094	ehaC; energy-converting hydrogenase A subunit C	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14095	ehaD; energy-converting hydrogenase A subunit D	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14096	ehaE; energy-converting hydrogenase A subunit E	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14097	ehaF; energy-converting hydrogenase A subunit F	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14098	ehaG; energy-converting hydrogenase A subunit G	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14099	ehaH; energy-converting hydrogenase A subunit H	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14100	ehaI; energy-converting hydrogenase A subunit I	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14101	ehaJ; energy-converting hydrogenase A subunit J	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14102	ehaK; energy-converting hydrogenase A subunit K	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14103	ehaL; energy-converting hydrogenase A subunit L	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14104	ehaM; energy-converting hydrogenase A subunit M	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14105	ehaN; energy-converting hydrogenase A subunit N	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14106	ehaO; energy-converting hydrogenase A subunit O	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14107	ehaP; energy-converting hydrogenase A subunit P	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14108	ehaQ; energy-converting hydrogenase A subunit Q	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14109	ehaR; energy-converting hydrogenase A subunit R	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Eha Hydrogenase
K14110	ehbA; energy-converting hydrogenase B subunit A	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14111	ehbB; energy-converting hydrogenase B subunit B	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14112	ehbC; energy-converting hydrogenase B subunit C	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14113	ehbD; energy-converting hydrogenase B subunit D	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14114	ehbE; energy-converting hydrogenase B subunit E	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14115	ehbF; energy-converting hydrogenase B subunit F	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14116	ehbG; energy-converting hydrogenase B subunit G	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14117	ehbH; energy-converting hydrogenase B subunit H	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14118	ehbI; energy-converting hydrogenase B subunit I	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14119	ehbJ; energy-converting hydrogenase B subunit J	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
K14120	ehbK; energy-converting hydrogenase B subunit K	Greenhouse Gases	Hydrogenotrophic Methanogenesis	bgc	Ehb Hydrogenase
